Text-ID,Security,Conformity,Tradition,Benevolence,Universalism,Self-Direction,Stimulation,Hedonism,Achievement,Power
EL_174,1,1,0,5,0,2,4,1,2,3
EL_175,2,2,1,2,4,3,4,0,7,2
EL_176,1,5,1,2,3,6,2,0,6,3
EL_177,3,5,1,2,3,4,5,1,5,2
EL_178,1,6,1,1,2,2,6,0,4,1
EL_179,0,6,0,5,3,1,1,0,6,4
EL_180,2,7,1,3,4,8,7,0,7,0
EL_181,6,6,0,3,1,3,1,3,0,1
EL_182,0,3,4,1,3,12,5,4,6,2
EL_183,2,2,1,2,2,5,4,1,4,3
EL_184,1,2,1,1,0,0,3,0,1,4
EL_185,4,3,0,2,7,3,1,1,1,3
EL_186,4,6,0,2,4,6,2,0,2,2
EL_187,1,3,0,0,0,2,3,1,2,2
EL_188,1,2,1,2,3,1,1,1,5,3
EL_189,1,10,0,4,4,3,6,0,6,6
EL_190,0,1,0,5,3,7,5,2,6,0
EL_191,1,1,2,2,2,1,2,0,0,4
EL_192,0,0,0,0,1,3,3,0,0,1
EL_193,6,1,0,2,3,2,4,0,1,8
EL_194,5,2,3,1,0,1,2,0,0,0
EL_196,0,2,1,1,1,2,2,0,3,2
EL_197,4,3,1,2,2,2,3,0,3,4
EL_198,3,4,0,7,8,5,3,2,3,2
EL_199,0,0,0,3,2,0,0,0,0,0
EL_200,0,6,0,0,2,2,0,3,0,6
EL_201,1,2,1,6,4,6,0,0,3,0
EL_202,2,1,0,1,3,5,7,0,4,5
EL_203,2,0,0,4,5,0,2,1,0,2
EL_204,1,0,0,4,5,1,3,0,4,1
EL_205,1,2,0,2,2,2,1,0,0,3
EL_207,6,3,0,4,2,3,5,0,1,9
EL_209,1,2,0,1,3,5,3,0,1,4
EL_210,0,4,0,1,4,7,5,2,3,2
EL_211,3,0,0,0,1,5,4,1,3,2
EL_212,3,3,1,1,2,2,2,0,3,1
EL_213,1,2,0,0,4,3,0,0,0,3
EL_214,0,1,0,2,0,3,3,0,2,3
EL_215,9,8,0,0,3,1,6,1,3,4
EL_217,3,7,0,1,0,4,7,0,5,3
EL_219,1,2,0,1,1,1,0,1,1,4
EL_220,1,3,0,3,3,2,2,0,4,8
EL_221,1,1,0,0,1,2,0,1,0,3
EL_222,1,4,0,1,2,5,0,0,1,5
EL_223,1,4,2,2,3,1,1,0,4,5
EL_224,1,4,0,2,6,5,5,0,3,2
EL_225,2,3,0,1,5,7,3,0,2,7
EL_226,5,10,1,4,5,6,3,1,3,2
EL_227,4,2,0,2,2,4,1,0,0,3
EL_228,4,5,5,2,9,4,0,0,2,3
EL_229,5,5,0,1,5,5,2,0,1,2
EL_230,4,4,3,1,3,10,3,0,4,7
EL_231,4,8,0,3,6,6,2,0,2,2
EL_232,1,8,0,2,5,1,3,1,2,4
EL_233,0,1,1,2,2,1,3,1,2,1
EL_234,3,7,1,1,4,2,1,2,0,2
EL_236,2,7,1,0,7,10,1,2,2,1
EL_237,1,5,1,2,5,7,2,1,3,0
EL_238,2,1,0,2,0,4,6,0,4,0
EL_240,3,5,1,1,2,1,3,0,1,1
EL_241,2,7,2,1,4,1,5,0,0,3
EL_242,0,4,0,1,7,6,0,1,2,7
EL_244,0,1,0,2,10,7,2,0,3,1
EL_245,4,5,0,1,2,3,3,1,1,3
EL_247,1,4,0,0,2,0,2,0,1,1
EL_248,3,5,2,1,6,5,3,0,0,1
EL_249,1,1,0,0,2,2,2,2,1,4
EL_250,1,1,0,2,2,2,0,1,1,4
EL_252,2,5,0,4,1,1,2,1,2,2
EL_253,3,1,0,1,2,0,6,0,1,3
EL_254,0,2,0,1,2,5,1,0,6,0
EL_255,1,0,0,3,5,8,2,2,4,2
EL_257,0,1,2,1,3,5,3,1,10,3
EL_258,5,4,0,1,4,2,0,0,0,3
EL_260,4,3,1,2,1,1,4,1,1,5
EL_261,1,1,2,0,3,4,0,0,0,2
EL_262,0,6,0,2,1,3,3,0,3,9
EL_263,1,2,0,2,5,6,1,0,5,1
EL_264,4,4,1,1,3,2,3,0,1,0
EL_265,0,3,1,2,2,4,1,0,9,6
EL_266,1,1,0,1,2,2,4,0,2,3
EL_268,2,6,0,2,0,3,2,0,1,5
EL_269,2,6,4,5,4,4,3,1,3,4
EL_270,6,4,0,4,7,4,2,1,1,1
EL_271,1,6,0,3,1,1,1,0,1,5
EL_272,0,1,0,2,2,2,2,0,2,3
EL_273,2,6,0,3,10,9,4,1,5,7
EL_275,4,7,0,1,2,5,4,0,0,4
EL_276,1,4,0,4,3,3,1,0,4,2
EL_277,5,3,2,2,5,5,4,1,3,4
EL_278,2,10,2,1,6,5,1,3,2,2
EL_279,3,10,1,2,9,6,2,1,1,3
EL_280,1,7,0,0,4,7,0,0,2,4
EL_281,5,13,1,3,8,10,4,0,3,5
EL_283,2,1,3,0,0,3,2,0,2,6
EL_284,3,3,0,4,2,3,3,0,1,4
EL_285,2,6,1,3,2,1,2,0,1,3
EL_286,3,9,0,5,4,4,1,1,5,4
EL_287,2,2,0,3,3,6,0,0,4,1
EL_289,4,3,0,4,2,2,0,0,0,1
EL_290,4,5,1,4,5,2,2,0,3,11
EL_291,0,1,1,0,5,0,2,0,2,0
EL_292,1,0,0,2,3,3,0,0,1,6
EL_293,2,7,0,4,4,2,0,1,2,4
EL_294,0,1,0,4,2,0,0,3,0,1
EL_295,3,2,1,2,2,8,4,1,1,5
EL_297,2,5,0,0,3,7,4,1,0,3
EL_300,1,3,0,0,3,1,2,0,0,0
EL_M_001,7,11,2,4,6,6,1,1,8,11
EL_M_002,2,4,7,2,3,8,2,1,5,8
EL_M_003,3,9,0,6,4,1,0,0,4,5
EL_M_004,1,5,0,2,1,8,2,0,3,6
EL_M_005,1,5,1,2,5,8,1,0,4,5
EL_M_006,2,5,1,2,7,3,3,0,9,5
EL_M_007,6,5,0,3,10,5,3,1,11,9
EL_M_008,6,6,1,4,6,3,2,0,4,7
EL_M_009,2,6,1,1,4,6,3,0,3,3
EL_M_010,2,6,0,3,8,3,0,0,5,12
EL_M_011,1,7,0,4,4,7,2,0,8,5
EL_M_012,4,8,0,2,3,7,3,0,8,6
EL_M_015,0,5,3,2,2,10,2,2,4,0
EL_M_016,1,1,1,2,1,6,3,0,4,4
EL_M_019,4,2,3,6,7,2,6,2,4,4
EL_M_020,5,7,0,4,7,5,4,0,4,10
EL_M_021,2,5,0,1,9,3,3,0,5,3
EL_M_024,2,4,0,2,2,6,4,0,3,10
EL_M_025,2,6,0,3,4,4,5,2,2,4
EL_M_026,8,4,0,1,2,3,5,0,5,7
EL_M_027,4,8,0,2,6,5,7,2,6,9
EL_M_028,0,6,0,6,4,7,5,1,5,13
EL_M_029,3,5,1,2,4,5,0,3,8,8
EL_M_030,0,4,1,1,7,7,7,0,8,5
EN_001,1,10,1,6,8,0,6,3,6,2
EN_003,2,4,4,7,5,6,1,2,3,2
EN_004,5,3,0,4,3,11,4,0,2,8
EN_005,1,0,1,0,7,7,0,1,0,5
EN_006,0,2,0,1,2,3,1,0,4,0
EN_007,3,5,0,3,3,1,4,2,3,1
EN_009,4,4,1,0,1,6,1,1,1,1
EN_010,2,3,0,1,1,9,0,1,4,4
EN_011,6,3,1,5,3,3,0,0,2,8
EN_012,2,5,2,2,1,7,3,1,3,5
EN_013,4,7,1,1,4,8,1,1,1,7
EN_014,5,3,1,1,4,2,4,0,1,2
EN_015,4,2,3,6,10,8,7,1,4,4
EN_016,1,3,0,2,2,2,2,2,5,4
EN_017,1,2,0,1,5,9,6,0,10,5
EN_018,5,12,2,1,4,4,2,1,4,5
EN_019,0,3,3,3,4,6,1,4,4,3
EN_020,0,1,1,3,2,2,0,2,7,7
EN_022,1,0,3,2,0,1,1,0,1,6
EN_023,3,9,1,5,1,0,0,1,3,3
EN_024,0,2,0,0,1,1,0,1,2,3
EN_025,3,3,2,5,5,3,3,1,1,3
EN_026,1,0,0,2,1,1,1,0,6,7
EN_027,1,3,0,4,2,1,1,0,2,4
EN_028,1,4,1,0,1,0,0,0,3,3
EN_030,4,0,1,3,2,0,0,0,2,1
EN_032,2,5,1,1,2,1,4,0,5,3
EN_033,3,5,1,3,4,6,3,1,1,3
EN_035,0,2,0,2,3,2,2,0,3,5
EN_036,2,2,0,2,3,2,2,0,1,4
EN_037,8,5,0,7,5,8,1,1,0,3
EN_038,1,1,0,1,1,1,0,0,0,0
EN_039,0,0,1,1,2,4,3,1,2,0
EN_040,0,2,2,0,0,6,1,0,1,2
EN_041,1,5,1,1,3,2,3,1,2,4
EN_042,3,1,0,0,2,2,3,0,0,1
EN_043,7,7,1,2,8,3,3,0,5,2
EN_045,5,6,0,0,6,6,2,0,3,2
EN_047,4,2,0,3,2,2,4,1,4,3
EN_048,3,4,1,3,3,4,0,0,0,1
EN_050,2,3,0,4,5,5,0,0,2,6
EN_051,2,1,1,2,2,3,1,0,2,3
EN_053,2,2,0,1,0,1,1,0,0,0
EN_054,1,6,1,4,5,5,0,0,1,0
EN_055,4,2,0,2,3,1,5,2,1,2
EN_056,4,8,3,3,4,4,3,1,0,5
EN_057,4,3,0,1,0,9,2,0,0,5
EN_058,1,2,0,5,2,6,2,0,0,5
EN_059,2,5,0,1,1,4,0,0,1,2
EN_060,4,8,0,2,1,2,3,0,1,3
EN_061,1,1,0,2,2,2,3,1,0,3
EN_062,3,3,1,6,3,4,2,1,3,3
EN_063,6,2,0,2,3,7,4,0,4,5
EN_064,6,1,1,2,2,3,2,1,0,4
EN_065,4,3,1,5,2,10,2,0,1,3
EN_066,2,1,1,4,1,9,2,1,0,7
EN_067,2,5,0,2,3,8,4,0,4,8
EN_068,2,2,1,1,7,2,0,0,1,4
EN_069,2,7,0,2,2,8,3,0,2,3
EN_070,2,1,0,1,1,1,1,0,1,2
EN_071,0,6,1,5,5,7,1,1,1,3
EN_073,7,8,1,3,3,11,4,0,3,4
EN_074,1,0,4,2,4,2,3,1,0,3
EN_075,3,2,1,1,4,6,3,1,1,2
EN_076,1,4,1,6,2,2,0,0,1,4
EN_077,3,1,1,1,2,1,1,0,3,1
EN_080,3,1,0,3,5,7,3,1,3,5
EN_081,3,0,0,0,1,2,1,0,0,2
EN_082,6,6,1,2,4,2,5,0,3,4
EN_083,1,9,1,5,8,11,0,0,1,1
EN_084,3,1,1,1,2,3,0,0,0,2
EN_085,0,3,3,3,5,5,6,1,6,8
EN_087,1,13,4,1,5,1,1,0,3,1
EN_089,2,4,0,3,5,4,2,2,2,2
EN_090,4,1,0,3,6,7,4,0,0,3
EN_091,1,3,1,2,2,7,1,0,3,5
EN_092,0,6,0,1,3,7,2,1,3,4
EN_093,2,3,1,1,1,3,1,0,0,4
EN_094,2,5,0,3,1,13,2,1,4,2
EN_095,1,6,1,4,2,4,8,0,7,2
EN_096,3,7,0,8,2,7,2,0,3,2
EN_099,2,0,0,3,4,3,1,0,1,1
EN_100,3,4,0,1,4,3,3,1,3,6
EN_101,0,0,0,0,2,2,0,1,0,1
EN_103,3,4,0,0,3,4,0,0,0,1
EN_104,1,2,1,0,4,1,3,0,2,4
EN_105,4,3,1,5,8,6,3,2,1,3
EN_106,1,1,1,3,1,7,3,0,4,2
EN_107,1,3,0,2,2,4,1,1,9,7
EN_112,2,4,1,1,6,4,3,1,1,3
EN_113,0,0,0,0,0,3,5,0,2,0
EN_114,1,0,0,6,4,10,3,1,5,0
EN_115,3,5,1,0,4,4,1,0,5,4
EN_116,1,2,1,0,2,5,2,0,2,0
EN_117,4,1,0,8,4,4,5,0,7,3
EN_118,0,1,0,1,1,2,0,2,6,0
EN_119,0,2,1,2,3,10,1,2,1,4
EN_120,0,2,1,3,3,7,4,0,5,0
EN_121,0,3,0,0,3,3,0,0,3,1
EN_124,2,0,1,0,4,5,0,1,1,3
EN_125,1,0,0,8,4,9,0,1,2,2
EN_127,2,6,1,0,2,2,2,0,7,3
EN_128,0,6,2,0,2,2,1,1,3,5
EN_129,1,2,2,1,1,1,0,0,3,0
EN_130,4,0,1,0,5,2,2,0,2,3
EN_132,2,2,0,2,5,1,3,1,2,7
EN_133,4,6,0,0,0,5,3,0,3,1
EN_134,1,17,0,2,4,8,2,0,3,7
EN_135,1,2,1,1,1,0,2,1,1,1
EN_136,0,0,5,3,2,1,1,0,1,1
EN_137,1,3,0,1,4,4,0,0,4,1
EN_138,6,5,2,4,8,4,0,1,2,3
EN_139,3,7,2,1,2,8,3,0,3,8
EN_140,2,4,0,1,6,8,0,2,4,1
EN_141,1,3,7,3,5,1,1,3,2,3
EN_142,4,4,0,1,3,0,1,1,2,2
EN_143,3,0,1,5,4,6,1,1,1,1
EN_144,3,2,1,1,4,5,1,1,0,4
EN_145,3,5,1,2,5,0,0,1,0,2
EN_146,2,2,1,6,6,7,2,0,2,6
EN_147,1,4,0,0,1,4,1,0,1,2
EN_148,1,4,0,4,0,3,0,1,3,7
EN_149,4,8,0,6,3,2,1,1,1,2
EN_150,3,5,0,3,1,2,1,0,0,4
EN_152,1,1,2,3,5,6,0,1,1,6
EN_153,3,2,0,1,7,6,1,0,3,5
EN_154,1,2,0,3,3,2,3,0,2,1
EN_155,1,3,0,2,3,9,1,0,0,2
EN_156,0,1,1,2,3,8,0,1,0,1
EN_157,5,8,2,4,2,3,6,1,2,5
EN_158,4,0,0,3,1,0,0,0,0,0
EN_159,1,2,2,4,1,0,1,0,0,3
EN_161,2,10,0,0,4,1,3,2,3,3
EN_163,4,2,0,3,3,2,1,0,3,3
EN_164,4,1,0,1,2,0,1,0,1,2
EN_165,2,3,0,2,4,5,0,0,2,5
EN_166,2,3,1,5,5,2,0,0,1,1
EN_168,4,5,0,2,2,1,0,0,0,2
EN_169,1,3,1,5,3,2,3,0,0,0
EN_171,5,5,0,4,0,2,5,0,0,2
EN_172,2,4,1,1,2,8,1,1,0,3
EN_173,0,2,0,5,3,2,0,0,2,1
EN_175,3,0,1,3,6,5,2,1,0,0
EN_177,1,10,0,2,3,4,2,0,0,2
EN_178,1,2,1,8,2,3,1,0,1,7
EN_181,2,10,0,3,3,2,2,2,4,0
EN_183,2,0,1,2,0,5,6,0,1,1
EN_184,3,3,0,0,3,0,0,0,2,2
EN_185,3,1,0,3,5,5,2,1,0,0
EN_188,1,7,0,0,5,6,3,2,5,1
EN_189,2,1,0,4,3,7,0,1,0,3
EN_190,0,3,1,1,3,5,4,0,0,2
EN_191,0,1,0,1,2,5,1,0,0,1
EN_192,0,3,1,1,1,1,0,0,0,2
EN_194,4,0,1,7,3,6,1,0,0,1
EN_196,1,0,0,1,0,1,1,2,2,2
EN_198,0,0,0,1,3,3,1,1,2,0
EN_200,0,3,10,3,7,3,1,2,1,2
EN_201,2,1,0,0,3,1,1,2,2,5
EN_202,2,1,1,1,1,5,0,0,1,3
EN_203,3,3,0,0,0,0,0,0,1,2
EN_204,4,3,1,3,3,5,2,0,0,2
EN_205,4,6,0,1,2,7,2,2,2,2
EN_206,4,6,0,1,4,2,2,0,2,6
EN_207,1,0,1,3,5,3,0,0,1,3
EN_208,1,1,0,6,3,8,4,2,0,0
EN_211,8,1,0,2,0,2,2,0,0,1
EN_212,1,1,2,1,6,3,1,1,1,2
EN_215,0,5,0,3,5,5,3,1,2,4
EN_216,2,8,2,8,1,3,2,2,0,7
EN_218,1,8,1,5,3,6,2,2,4,0
EN_219,2,4,1,4,6,7,1,1,1,8
EN_220,2,10,1,0,3,3,0,2,0,4
EN_221,0,1,0,1,1,1,2,0,6,0
EN_222,1,5,1,3,2,3,1,1,1,7
EN_223,6,11,5,4,7,2,6,1,2,5
EN_224,0,7,0,0,3,6,6,1,1,3
EN_225,2,4,0,3,2,3,2,0,2,2
EN_226,3,7,0,2,1,7,3,0,2,4
EN_227,1,3,3,0,3,1,2,0,4,0
EN_228,0,5,1,1,1,7,0,0,4,0
EN_229,1,3,1,4,1,6,0,1,3,3
EN_230,1,1,0,1,2,2,2,0,2,4
EN_232,0,3,2,2,1,2,4,0,7,5
EN_233,2,3,2,0,4,4,4,0,4,7
EN_237,1,7,2,1,4,1,2,1,4,6
EN_238,4,6,0,2,2,5,2,0,1,3
EN_240,3,8,0,0,4,7,1,0,0,4
EN_241,4,1,0,3,5,5,3,1,3,5
EN_243,2,1,0,0,2,3,1,1,2,9
EN_244,1,1,0,2,1,4,1,1,7,5
EN_245,3,2,1,2,1,5,4,1,2,8
EN_246,1,0,1,0,1,3,1,2,4,2
EN_247,4,3,1,0,2,2,3,1,3,6
EN_248,0,5,0,5,1,5,2,2,4,5
EN_252,1,4,0,2,2,8,4,0,3,5
EN_254,1,3,1,2,4,6,1,0,6,4
EN_255,4,4,0,0,0,2,3,0,1,8
EN_256,0,0,1,2,1,3,3,1,3,10
EN_257,0,3,0,0,2,5,1,0,5,7
EN_258,3,1,0,2,2,1,1,1,5,5
EN_259,1,1,0,1,1,0,0,0,2,6
EN_260,1,4,0,6,5,3,2,0,1,6
EN_261,6,3,1,2,8,3,2,1,2,5
EN_262,2,2,1,0,2,2,3,1,6,4
EN_264,1,4,0,4,4,4,3,0,3,3
EN_265,2,7,2,4,5,3,2,1,3,3
EN_266,1,5,0,3,1,4,2,0,0,1
EN_267,2,3,0,1,0,3,3,1,0,1
EN_269,3,3,3,4,2,2,0,0,2,5
EN_270,5,5,0,0,2,4,0,0,3,3
EN_271,3,5,0,3,1,4,0,0,4,4
EN_273,5,8,1,4,2,4,3,1,1,1
EN_274,2,3,1,6,2,3,0,1,4,4
EN_276,2,2,2,12,1,2,1,1,4,0
EN_277,7,5,0,2,1,6,2,1,2,2
EN_279,6,7,0,6,1,5,0,1,3,3
EN_280,2,2,1,7,2,3,4,0,2,2
EN_281,6,1,2,4,2,1,2,0,1,6
EN_282,6,3,1,2,2,2,1,0,0,2
EN_284,1,2,2,3,3,1,3,0,1,1
EN_285,4,4,1,1,2,4,0,1,0,1
EN_288,1,3,0,3,1,1,2,0,1,0
EN_289,2,3,0,4,2,2,0,0,3,2
EN_290,4,4,0,2,4,6,1,2,3,4
EN_293,2,6,0,4,3,6,1,0,1,2
EN_295,3,2,1,4,5,3,0,0,3,1
EN_297,4,4,0,5,1,1,2,0,2,3
EN_298,4,2,3,4,1,6,3,0,1,3
EN_299,2,4,0,4,4,3,0,0,1,3
EN_300,0,3,0,1,3,1,2,0,2,2
EN_301,3,1,0,3,2,3,2,0,7,1
EN_305,2,1,0,4,5,3,1,0,1,2
EN_306,1,0,0,0,2,0,0,0,1,0
EN_307,3,1,5,1,0,5,3,0,0,4
EN_308,0,0,0,1,1,6,0,0,0,4
EN_309,0,0,0,1,1,1,0,0,1,1
EN_310,0,4,1,0,2,2,0,0,1,1
EN_311,1,3,0,2,7,5,2,0,2,4
EN_312,8,9,0,2,3,5,7,0,3,5
EN_314,4,2,1,0,1,8,4,0,1,2
EN_315,4,2,0,7,2,8,1,0,3,3
EN_317,8,1,0,3,3,6,6,2,2,7
EN_318,5,7,0,5,2,1,0,0,0,1
EN_319,1,3,2,3,6,4,1,0,3,7
EN_320,3,1,0,1,2,4,6,1,6,7
EN_321,3,1,0,2,2,5,3,2,2,1
EN_324,5,5,1,2,2,2,1,1,0,2
EN_325,1,4,0,2,4,1,0,0,1,0
EN_326,1,4,1,1,2,3,1,2,1,2
EN_327,6,4,2,4,2,4,0,0,1,0
EN_328,0,1,0,2,6,3,2,0,1,5
EN_329,1,6,0,3,4,0,3,1,3,1
EN_330,3,3,1,5,3,7,5,1,1,2
EN_331,5,2,1,4,4,7,3,1,2,0
EN_333,0,3,2,4,4,5,0,0,2,3
EN_334,1,3,2,2,4,0,1,2,1,1
EN_336,1,8,0,4,4,3,0,0,1,6
EN_337,2,1,0,1,2,7,1,0,1,2
EN_339,1,2,0,1,5,6,3,1,4,6
EN_340,2,5,0,3,3,3,2,1,0,1
EN_341,1,9,1,6,1,1,2,3,1,6
EN_342,4,0,0,3,1,1,1,0,2,2
EN_343,2,3,1,1,2,2,1,0,1,4
EN_344,1,2,1,4,0,4,2,0,0,4
EN_347,1,5,0,2,4,4,5,0,4,6
EN_348,7,5,0,4,2,4,3,0,5,3
EN_349,1,2,2,5,0,7,4,2,0,0
EN_350,2,6,4,0,2,6,1,0,1,3
EN_351,0,2,0,1,2,5,0,0,0,1
EN_352,1,5,1,2,4,4,1,0,1,1
EN_354,0,0,1,2,1,2,4,2,3,1
EN_355,1,4,0,1,3,8,6,1,4,4
EN_356,0,2,1,3,3,3,1,4,1,1
EN_357,3,8,0,2,7,4,0,1,3,4
EN_358,1,2,0,0,3,6,1,1,0,2
EN_359,1,2,0,3,2,7,2,0,5,4
EN_360,0,1,1,5,4,6,1,6,4,6
EN_361,0,1,0,1,3,2,0,0,1,3
EN_362,0,0,1,3,3,5,1,2,4,5
EN_365,1,5,2,6,4,5,4,0,2,1
EN_366,2,2,2,7,4,3,1,2,3,1
EN_367,0,2,0,0,1,8,1,3,3,2
EN_368,0,1,1,6,0,3,2,3,1,1
EN_371,2,7,0,6,6,3,1,1,0,0
EN_373,0,1,0,4,1,1,3,1,6,1
EN_374,0,0,0,0,2,6,0,0,4,3
EN_378,3,1,2,1,2,3,3,3,4,0
EN_379,2,1,0,4,1,2,2,0,1,7
EN_380,1,3,0,5,1,0,1,1,1,2
EN_381,0,0,3,1,1,3,3,3,12,1
EN_382,1,4,1,4,1,8,2,3,3,6
EN_383,0,0,0,0,2,2,4,4,8,0
EN_384,0,1,0,1,1,2,0,0,0,1
EN_385,0,1,1,1,0,3,2,1,1,4
EN_386,1,1,0,3,2,5,0,1,5,1
EN_387,0,1,2,0,1,4,0,2,2,2
EN_388,0,4,0,2,3,4,2,5,7,5
EN_391,5,8,1,2,6,7,2,1,2,1
EN_M_001,6,7,2,2,6,8,2,1,5,6
EN_M_002,0,7,1,5,6,6,7,0,12,5
EN_M_004,3,7,2,10,12,7,2,0,10,4
EN_M_005,2,9,0,10,4,6,2,0,8,6
EN_M_008,9,11,3,5,7,2,1,0,6,3
EN_M_009,4,7,1,5,7,2,5,0,3,9
EN_M_010,4,5,0,9,11,11,5,1,9,6
EN_M_012,2,11,4,8,10,9,3,2,6,8
EN_M_014,3,7,4,4,7,3,4,2,2,3
EN_M_015,2,2,1,6,4,13,3,0,8,4
EN_M_016,0,6,0,3,6,8,7,0,10,7
EN_M_017,3,4,0,4,6,3,1,0,5,4
EN_M_018,5,11,0,5,10,5,4,0,3,7
EN_M_019,3,6,1,6,10,7,5,0,8,5
EN_M_020,0,1,1,5,10,9,5,0,6,4
EN_M_022,5,5,0,4,9,5,1,2,10,11
EN_M_023,4,3,1,4,13,8,7,0,12,8
EN_M_024,2,5,0,2,14,11,6,2,10,11
EN_M_025,4,4,1,3,9,11,6,0,7,4
EN_M_026,14,15,2,5,10,8,1,1,8,9
EN_M_027,1,14,3,6,12,9,3,1,8,13
EN_M_028,3,7,4,10,12,14,7,2,11,6
EN_M_029,5,19,1,8,8,3,2,1,10,8
EN_M_030,1,10,0,4,10,12,5,0,9,6
EN_M_031,4,12,0,8,6,8,5,1,4,7
EN_M_033,1,9,0,7,11,7,2,0,6,7
EN_M_034,3,6,1,5,9,3,6,0,10,2
EN_M_035,1,6,0,1,3,4,0,1,0,3
FR_003,1,1,1,1,5,2,2,1,4,1
FR_004,2,0,0,4,3,0,6,0,0,1
FR_007,3,11,0,0,3,3,1,0,2,0
FR_010,4,0,1,1,2,1,6,0,3,2
FR_011,0,0,0,0,1,4,3,0,5,1
FR_012,0,4,1,2,3,6,1,0,6,5
FR_014,1,0,0,1,1,1,5,2,4,1
FR_015,2,3,0,2,2,1,2,0,1,6
FR_016,0,1,1,0,1,5,0,0,5,1
FR_017,3,4,0,1,3,4,0,0,1,1
FR_018,2,7,0,2,4,0,0,0,0,0
FR_021,2,3,0,0,2,5,0,0,0,0
FR_022,1,5,0,2,2,2,2,0,0,2
FR_023,5,1,0,0,2,3,1,0,1,1
FR_024,6,2,0,3,7,3,2,1,3,3
FR_025,0,2,6,2,4,2,0,0,2,1
FR_028,1,6,0,5,5,5,3,1,0,2
FR_029,2,5,0,2,3,5,2,1,3,1
FR_032,1,1,0,1,1,0,2,0,3,2
FR_035,2,4,0,2,2,6,3,1,1,0
FR_037,1,1,1,0,2,3,2,0,3,0
FR_038,5,3,1,3,4,9,6,2,5,6
FR_039,0,6,4,0,5,6,0,0,1,1
FR_040,0,1,0,0,2,1,6,0,2,0
FR_041,2,3,0,3,2,5,3,0,3,2
FR_042,0,2,0,0,1,2,2,0,1,0
FR_043,2,7,1,1,3,3,4,1,3,4
FR_046,0,1,0,0,1,2,2,0,0,1
FR_047,0,0,1,1,2,2,2,0,0,0
FR_048,0,3,0,1,2,7,3,1,6,1
FR_050,3,1,0,3,1,1,5,0,0,1
FR_051,1,7,0,4,3,3,1,1,2,4
FR_052,3,6,0,2,5,3,4,0,0,2
FR_053,0,1,1,0,2,1,2,0,0,1
FR_055,2,6,0,0,0,1,2,0,0,0
FR_056,6,3,4,2,2,1,2,0,1,3
FR_059,1,0,0,0,1,3,0,2,0,3
FR_060,3,10,0,3,3,3,2,3,2,1
FR_061,2,0,0,5,1,2,0,0,0,0
FR_062,0,0,3,7,3,7,1,1,4,2
FR_064,2,4,1,3,2,3,0,1,4,2
FR_065,0,2,1,1,0,4,0,1,1,2
FR_066,0,1,0,2,5,1,2,0,3,2
FR_067,5,2,0,2,2,2,0,1,3,4
FR_068,1,5,0,2,1,3,2,0,3,1
FR_069,0,9,0,1,4,3,0,2,4,3
FR_070,1,10,0,2,6,4,2,0,1,2
FR_071,3,0,0,4,0,5,4,0,3,1
FR_072,2,7,1,2,2,4,0,0,2,1
FR_075,2,5,1,7,4,2,2,0,1,2
FR_077,1,2,0,1,2,1,0,0,0,2
FR_078,2,4,0,1,3,2,0,0,1,2
FR_080,0,3,0,3,8,3,0,0,1,2
FR_082,7,3,1,1,4,0,0,4,0,3
FR_083,5,7,0,0,3,6,0,0,0,7
FR_084,3,2,0,1,0,0,0,0,2,3
FR_085,5,9,0,5,3,4,5,1,0,0
FR_088,2,5,0,0,2,0,1,0,2,3
FR_089,2,3,0,4,5,3,5,0,2,0
FR_090,2,5,0,2,1,5,1,0,2,5
FR_091,0,2,0,1,3,3,3,0,1,4
FR_093,2,3,0,5,2,2,3,0,3,1
FR_096,0,5,1,1,4,4,4,0,5,4
FR_097,3,6,1,2,3,9,3,1,2,2
FR_098,2,3,0,5,4,7,3,2,1,4
FR_099,1,4,2,1,1,0,2,0,1,3
FR_100,6,4,1,5,7,7,0,0,0,4
FR_101,3,2,0,1,0,0,0,0,3,2
FR_102,3,1,1,0,1,2,0,1,1,3
FR_103,1,1,3,1,0,3,4,0,1,3
FR_104,1,0,1,0,0,1,0,0,0,0
FR_105,2,1,2,4,1,3,0,1,3,0
FR_107,1,4,6,3,4,7,1,0,2,1
FR_108,2,1,1,2,5,3,1,1,0,0
FR_109,1,2,0,0,0,0,0,0,0,1
FR_110,1,0,1,3,0,2,0,0,6,0
FR_111,3,2,0,2,4,2,3,0,2,6
FR_112,0,1,1,0,1,3,1,0,0,0
FR_113,1,7,0,1,1,6,2,1,3,7
FR_114,2,4,0,4,3,2,1,3,1,0
FR_115,1,2,0,2,2,1,0,0,1,3
FR_116,1,2,0,0,2,1,0,2,0,0
FR_117,1,1,0,0,3,1,3,1,1,2
FR_119,1,2,2,2,4,1,0,1,1,2
FR_120,1,1,0,2,4,3,4,1,0,2
FR_121,2,1,0,1,2,3,1,2,1,1
FR_122,0,1,2,1,0,8,0,3,0,1
FR_124,3,0,0,4,3,3,1,0,0,0
FR_125,3,0,1,2,3,2,3,0,2,6
FR_126,2,2,0,6,3,5,1,3,4,3
FR_127,3,3,2,3,1,1,1,0,0,1
FR_128,1,9,1,5,2,5,3,1,0,1
FR_129,2,3,0,1,1,6,0,0,1,2
FR_131,0,2,0,4,3,7,0,3,3,3
